FID,IID,POP,SEX,AGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,y
0,HG03687,SAS,1,53.0,-0.010758,0.00511656,-0.0402516,0.0185914,0.0283545,0.00603536,0.012284,0.00546435,-0.0248205,0.0112318,0
0,HG03689,SAS,0,41.0,-0.0100334,0.00836445,-0.0436846,0.0140177,-0.00851372,0.00508873,0.0092648,-0.00350353,-0.0122605,-0.00753063,0
0,HG03690,SAS,0,45.0,-0.0122504,0.00502108,-0.0426751,0.0137766,-0.00234703,0.00537286,-0.000639449,0.00366645,0.00135116,0.0179392,0
0,HG03691,SAS,1,46.0,-0.0101265,0.00386588,-0.0379676,0.00970682,0.0157631,0.0100947,-0.00848473,-0.00389152,0.00267946,0.0343645,0
0,HG03692,SAS,0,42.0,-0.010373,0.00478748,-0.0408369,0.0127074,-0.00894888,-0.000477982,0.00633175,0.00815862,-0.0181791,-0.0299788,0
0,HG03693,SAS,1,49.0,-0.00947276,0.00437108,-0.0397931,0.0123672,-0.00156857,-0.002322,0.0194511,0.000507918,-0.0175464,-0.0120526,0
0,HG03694,SAS,1,41.0,-0.0105957,0.00688948,-0.0358449,0.0110779,0.000211248,0.012918,0.00301427,0.011219,-0.0309501,-0.0142493,0
0,HG03695,SAS,1,50.0,-0.0108619,0.0062128,-0.0393855,0.0179351,0.00130971,0.0102422,-0.000993656,-0.00219514,0.022151,0.0010393,0
0,HG03696,SAS,1,48.0,-0.00978717,0.00556743,-0.0381963,0.0124784,-0.00292024,0.0120744,-0.00560331,0.00202303,-0.00749693,-0.0151459,0
0,HG03697,SAS,1,47.0,-0.00980772,0.00615301,-0.0401654,0.0129729,-0.00661131,0.00824104,-0.00188626,0.0114125,0.00645164,-0.0182375,0
0,HG03698,SAS,0,54.0,-0.010169,0.00587331,-0.0399239,0.0136407,-0.0143156,0.0187926,0.0131923,-0.0053092,-0.00849489,-0.0238829,0
0,HG03702,SAS,1,48.0,-0.00976058,0.00650927,-0.0331826,0.0133977,0.0038659,-0.00889593,0.00600644,-0.000128057,-0.00524067,-0.0505717,0
0,HG03703,SAS,0,54.0,-0.0101587,0.00762755,-0.0376756,0.0121312,0.00865716,-0.0143881,0.0116761,-0.0135085,0.00616983,-0.0356021,0
0,HG03705,SAS,1,54.0,-0.0112589,0.00323579,-0.0408379,0.0146091,-0.0058219,0.00481451,-0.00132516,-0.00211806,0.0188237,-0.0202925,1
0,HG03706,SAS,0,48.0,-0.00920372,0.00371448,-0.0448639,0.0141763,-0.0125944,0.0112484,-0.000768407,0.0010648,-0.00861656,-0.0247444,0
0,HG03708,SAS,1,54.0,-0.0102241,0.0107021,-0.0294618,0.00599125,0.000339329,0.0109851,0.00629634,0.00452542,-0.0159767,-0.0370243,0
0,HG03709,SAS,0,43.0,-0.0111166,0.0074135,-0.0353186,0.0122931,0.00236717,0.000908719,0.0157077,-0.00744709,-0.0202415,-0.0251229,0
0,HG03711,SAS,1,47.0,-0.00816978,0.00669601,-0.0446734,0.0138735,0.00205077,0.00651671,0.00392152,0.00518146,-0.0134798,0.00302898,0
0,HG03713,SAS,1,56.0,-0.00934227,0.00912068,-0.0330023,0.00890296,-0.0153061,0.00765829,-0.00232361,0.0210632,0.0199635,-0.0289651,0
0,HG03714,SAS,0,52.0,-0.0104502,0.0107779,-0.0354699,0.0112828,0.004567,-0.0085697,0.0124915,0.00182031,-0.0166611,0.0166826,0
0,HG03716,SAS,1,43.0,-0.00912211,0.0100359,-0.0303265,0.0123799,-0.00421357,0.00317487,0.0124156,-0.000466907,-0.0115835,0.000366889,0
0,HG03717,SAS,0,51.0,-0.00999787,0.00476108,-0.0476373,0.0117508,0.00116175,-0.00381913,-0.00569041,0.0199556,-0.00234039,0.0197704,0
0,HG03718,SAS,1,58.0,-0.0108586,0.00360465,-0.0452139,0.0156663,0.00258279,-0.00281122,-0.00527086,-0.00672857,-0.00187551,0.0096841,1
0,HG03720,SAS,1,55.0,-0.0113919,0.00573046,-0.0391683,0.0141484,0.0146141,0.00608782,0.0050687,-0.00750732,-0.0170268,0.00257282,0
0,HG03722,SAS,0,48.0,-0.00921195,0.00644329,-0.0411864,0.0163661,-0.00858471,0.00181086,0.0139276,0.00266264,-0.0130877,0.00626213,0
0,HG03727,SAS,1,52.0,-0.0102315,0.00442818,-0.0419673,0.018289,-0.00394498,0.00465461,0.00806968,0.0191257,-0.0139633,0.0255671,0
0,HG03729,SAS,1,46.0,-0.0108079,0.00794774,-0.0420355,0.00926916,0.00963379,-0.00723714,0.00475394,0.00736857,-0.00528701,0.0129397,0
0,HG03730,SAS,0,57.0,-0.0105348,0.00306326,-0.0464894,0.0167275,0.000603872,-0.00289225,0.0115626,0.00857339,-0.00652798,0.0235082,0
0,HG03731,SAS,0,53.0,-0.0110151,0.00631649,-0.035462,0.0108699,-0.00914899,0.0181892,0.0014389,0.0185006,0.0235419,-0.0171045,0
0,HG03733,SAS,0,53.0,-0.00980294,0.00609376,-0.0443169,0.0106861,-0.00070316,0.0136157,-0.00658853,0.00658018,0.0302654,0.0175386,0
0,HG03736,SAS,0,49.0,-0.0102427,0.00590033,-0.0343421,0.0113193,0.00216665,0.00832138,0.00150404,0.00266724,-0.0216849,0.00109324,0
0,HG03738,SAS,1,53.0,-0.00863572,0.00531743,-0.0409726,0.015778,-0.0055558,0.00840242,0.0243013,-0.00153612,-0.0334441,-0.0410875,0
0,HG03740,SAS,1,59.0,-0.00897151,0.00631475,-0.0414732,0.0103517,-0.010548,0.00622586,0.00609581,0.0184877,0.0038612,-0.0313953,0
0,HG03741,SAS,0,56.0,-0.00920597,0.0032027,-0.0438823,0.0155733,0.00942144,-0.00272585,0.0132726,0.0119457,-0.0329867,0.00577905,0
0,HG03742,SAS,1,45.0,-0.0111014,0.00466509,-0.0403089,0.014271,-0.00267964,0.0112959,-0.0108348,-0.00371109,0.028798,0.0131663,0
0,HG03743,SAS,1,46.0,-0.00994714,0.00398097,-0.0465641,0.015106,-0.00164399,-0.00590515,0.0140003,0.0188658,-0.0303085,0.0131644,0
0,HG03744,SAS,1,56.0,-0.0100522,0.00452706,-0.0400272,0.0138472,-0.00330812,0.0109194,-0.00154537,-0.00840784,-3.07464e-5,0.0192707,0
0,HG03745,SAS,1,46.0,-0.0097914,0.00640849,-0.0376724,0.00903665,-0.000483443,0.0178545,-0.00524458,0.00270704,-0.00383636,-0.0102243,0
0,HG03746,SAS,1,42.0,-0.00936045,0.00714995,-0.0295146,0.00971018,0.00663003,0.00989891,0.00253585,0.0134675,-0.048156,-0.0134909,0
0,HG03750,SAS,1,57.0,-0.0101229,0.00627343,-0.0396135,0.0150217,-0.00301185,-0.000280417,-0.00660499,-0.00106717,0.019346,0.0245604,0
0,HG03752,SAS,0,55.0,-0.0100062,0.00923312,-0.039003,0.0135571,-0.00512355,-0.00478627,0.0101213,-0.0130763,-0.00026694,0.00960378,0
0,HG03753,SAS,1,53.0,-0.00856276,0.00448595,-0.0388013,0.00907231,-0.00396163,0.0156737,0.00204734,-0.00215232,0.0249205,-0.011097,0
0,HG03754,SAS,0,51.0,-0.00900074,0.00562064,-0.0389844,0.0116194,0.0101521,0.000523787,-0.00545034,0.00900422,0.0236641,0.00821075,0
0,HG03755,SAS,1,65.0,-0.00956867,0.00297464,-0.0417858,0.0124102,-0.00498383,0.013106,-0.00338251,-0.00198689,0.0192874,0.00748026,0
0,HG03756,SAS,0,53.0,-0.00921136,0.00422736,-0.0421639,0.0128507,0.000468707,-0.0016859,0.00885785,0.0132352,0.0139339,-0.00425861,0
0,HG03757,SAS,0,49.0,-0.00838477,0.00230886,-0.0448792,0.0176032,-0.0115556,-0.00141002,0.0133214,0.00696216,-0.0106471,-0.00593353,0
0,HG03760,SAS,0,40.0,-0.010635,0.00656031,-0.0388959,0.014691,0.011357,0.00322782,0.00392592,-0.00661417,-0.028097,-0.00364205,0
0,HG03762,SAS,0,51.0,-0.00961857,0.00687238,-0.0384814,0.0121928,-0.0147611,-0.00548143,5.1604e-5,-0.00938998,-0.00160572,0.00964523,0
0,HG03765,SAS,0,39.0,-0.0111728,0.0114438,-0.0295565,0.0110472,0.0112127,0.00143489,-0.00441308,-0.00218458,-0.037342,-0.0279105,0
0,HG03767,SAS,1,53.0,-0.011192,0.0157625,-0.0165782,0.00310518,-0.0101124,0.0244687,-0.00678547,-0.00904003,-0.0154526,-0.00519138,0
0,HG03770,SAS,0,59.0,-0.0109521,0.000839226,-0.0378914,0.00911758,-0.00228977,0.00582329,-0.0107401,0.0178978,0.0209241,0.0243192,0
0,HG03771,SAS,1,47.0,-0.0109873,0.00241443,-0.0415856,0.00943327,0.00546489,-0.00266923,0.00313179,0.00998726,-0.00818579,0.0331977,0
0,HG03772,SAS,0,47.0,-0.012542,0.00430902,-0.047354,0.0137328,-0.0054352,-0.00452598,0.0192208,0.00739264,-0.00903173,0.0105011,0
0,HG03773,SAS,1,53.0,-0.00967321,0.0032241,-0.0442782,0.0112592,-0.0064225,0.00536102,-0.00202648,0.00942606,0.0206114,0.00704437,0
0,HG03774,SAS,0,53.0,-0.0105613,0.00360021,-0.0462283,0.0181528,0.00921437,-0.00514463,0.00439984,-0.00423978,-0.0418721,0.0169276,0
0,HG03775,SAS,1,55.0,-0.0100768,0.00624309,-0.0435031,0.0119107,-0.0168715,0.00441969,0.00168987,0.00836051,0.0147768,-0.00611545,0
0,HG03777,SAS,1,41.0,-0.00999173,0.00764297,-0.0391293,0.022309,0.00475974,0.0055326,-0.00635004,-0.000470063,0.00167522,0.0229636,0
0,HG03778,SAS,1,60.0,-0.00984125,0.0036862,-0.0381666,0.012973,0.00314974,-0.0111344,-0.000277723,-0.00736824,0.00903915,-0.0421434,0
0,HG03779,SAS,1,54.0,-0.00971411,0.00366982,-0.0431728,0.0148837,-0.00557838,0.00562758,0.00709355,-0.00178472,0.0317473,-0.0260871,0
0,HG03780,SAS,0,47.0,-0.0106306,0.0067072,-0.0402104,0.0100651,-0.000457014,0.0195271,0.00307109,-0.004897,0.0255552,-0.0120983,0
0,HG03781,SAS,0,58.0,-0.0109334,0.00443936,-0.0358848,0.0102591,0.0124357,0.000380465,0.0137576,0.0081821,-0.0473754,0.00509383,0
0,HG03782,SAS,0,52.0,-0.0100988,0.0081668,-0.0412578,0.0150429,0.00728269,0.00672963,0.00334216,-0.00113351,0.00474099,0.0300585,0
0,HG03784,SAS,0,55.0,-0.0107406,0.00562244,-0.0481126,0.0176634,0.00653668,-0.00532326,-0.00168184,0.0259743,-0.0119098,0.00608672,0
0,HG03785,SAS,1,48.0,-0.0102657,0.00439309,-0.0479855,0.0196737,-0.00934936,0.0115188,-0.00222073,0.00565328,0.00402191,-0.00795865,1
0,HG03786,SAS,1,52.0,-0.010382,0.00292201,-0.0484828,0.015363,-0.0054144,-0.00431733,-0.0023461,0.0129211,-0.00360867,-0.0042438,0
0,HG03787,SAS,0,52.0,-0.0101226,0.00162001,-0.0458029,0.0177355,-0.000307736,-0.00446109,0.0153485,0.00146536,-0.0463262,-0.00843483,0
0,HG03788,SAS,1,47.0,-0.0106633,0.00449665,-0.039954,0.016306,-0.00399953,0.00136442,0.00383207,0.0192948,0.0213493,0.0127455,0
0,HG03789,SAS,0,51.0,-0.00982812,0.00853429,-0.0343658,0.00935896,-0.00662384,0.0107876,0.000243211,0.0124531,-0.00284375,-0.021387,0
0,HG03790,SAS,1,55.0,-0.0096018,0.00916745,-0.0402615,0.0147403,0.0103638,0.00764199,0.00190607,-0.00223247,0.00745657,-6.73268e-5,0
0,HG03792,SAS,1,52.0,-0.0102214,0.00903579,-0.0413271,0.007644,0.00698818,0.00269312,-0.00764255,-0.00644736,0.0256654,0.0323553,0
0,HG03793,SAS,0,52.0,-0.0121373,0.00249494,-0.0331321,0.0121355,-0.0114131,0.00272304,0.00591881,-0.00189277,0.0298418,-0.0296572,0
0,HG03796,SAS,0,52.0,-0.0117323,-0.0036382,-0.0281596,0.00931628,0.00541431,0.00853954,0.000795045,0.00356318,-0.00340883,-0.0159602,0
0,HG03800,SAS,1,48.0,-0.010526,-0.000901179,-0.035638,0.0177176,0.0136581,-0.00665386,0.00736557,-0.000158846,-0.0216488,-0.00266203,0
0,HG03802,SAS,0,60.0,-0.00992702,0.000677681,-0.0335429,0.0107557,0.00409097,0.00412661,0.00732481,0.000858598,-0.0276856,-0.0146431,0
0,HG03803,SAS,1,44.0,-0.0105478,0.00175138,-0.0363107,0.00825443,-0.00256932,-0.00495483,0.00558946,-0.00111478,-0.0092663,-0.00943125,0
0,HG03805,SAS,0,54.0,-0.00970756,0.00430721,-0.0320231,0.0140235,-0.00770767,0.0078902,0.0013791,-0.0138874,0.00557697,-0.0282957,0
0,HG03808,SAS,0,53.0,-0.013102,0.00120366,-0.0324688,0.0153028,0.00389402,0.00331427,0.0133643,-0.0129087,0.00318462,0.0106762,0
0,HG03809,SAS,1,48.0,-0.011302,0.00344118,-0.0314243,0.0150924,-0.0040711,0.0112104,-0.000808374,-0.00869436,-0.00824461,0.00213909,0
0,HG03812,SAS,1,50.0,-0.010773,0.00234498,-0.035035,0.0080959,0.00263462,0.00314886,-0.00364239,-0.0131769,-0.0015334,-0.00194847,0
0,HG03814,SAS,0,43.0,-0.0117181,0.00205281,-0.0356134,0.00625331,-0.00342272,0.0162562,-0.0121161,-0.00810324,0.0258,0.0214721,0
0,HG03815,SAS,1,45.0,-0.0105781,0.00175636,-0.0377266,0.0108695,-0.00154306,0.0104382,0.00498857,0.00569517,-0.00599461,-0.00988677,0
0,HG03817,SAS,0,46.0,-0.0111077,0.00400942,-0.033589,0.0101053,-0.0196979,0.00891407,0.0150561,-0.0171808,-0.00659107,-0.002125,0
0,HG03821,SAS,1,50.0,-0.011793,0.00476499,-0.0349643,0.0109183,-0.0064405,0.00665326,-0.00875358,-0.00211524,0.0213784,0.017532,0
0,HG03823,SAS,0,50.0,-0.0109465,0.00439751,-0.0310117,0.0133609,-0.00129361,0.00838003,0.00193142,-0.0107846,-0.00618142,0.00566726,0
0,HG03824,SAS,1,50.0,-0.0109287,0.00245605,-0.0309399,0.0134013,0.00613877,0.00863383,0.00666793,-0.00866157,-0.0131274,-0.00634087,0
0,HG03826,SAS,0,52.0,-0.0112671,-0.000252943,-0.0355504,0.0108088,0.00166256,0.00838055,0.00201253,-0.0114302,-0.0193306,0.0306526,0
0,HG03829,SAS,0,48.0,-0.0116059,0.00352217,-0.0374237,0.0107452,0.00602209,0.0147661,-0.000530513,-0.0024477,0.00605776,0.0111655,1
0,HG03830,SAS,1,56.0,-0.0113021,-0.00108485,-0.0337331,0.0117978,0.00481049,0.0169052,-0.00385837,-0.00280736,-0.00254351,0.0223549,0
0,HG03832,SAS,0,54.0,-0.0109431,0.000379608,-0.0375269,0.010728,-0.0117311,0.00907125,-0.00438031,-0.0183701,0.0208489,0.00703897,0
0,HG03833,SAS,1,53.0,-0.0111023,0.00137293,-0.0323257,0.0135274,0.0101219,0.00864834,-0.013924,4.74256e-5,0.0271585,0.0260306,0
0,HG03836,SAS,0,42.0,-0.0100855,0.00557083,-0.0411212,0.01582,-0.00120507,0.00779787,0.00959754,0.00299391,0.00455527,-0.0248402,0
0,HG03837,SAS,1,57.0,-0.0102317,0.0057375,-0.0376406,0.012663,0.00228033,0.0107244,-0.00519881,-0.00197385,0.0119204,-0.0444656,0
0,HG03838,SAS,0,42.0,-0.0103767,0.00469622,-0.0410893,0.011949,0.00444141,0.00635739,-0.000463695,0.0101079,-0.0133699,-0.0154679,0
0,HG03844,SAS,1,52.0,-0.0101767,0.00390502,-0.0411986,0.0144779,-0.00592726,-0.00214672,0.0142726,0.000661158,-0.00869084,0.030625,0
0,HG03846,SAS,1,45.0,-0.0108441,0.00473537,-0.0425499,0.0152775,-0.00452992,0.00385468,-0.00449502,-0.000349276,0.0166273,0.00717486,0
0,HG03848,SAS,1,51.0,-0.0100722,0.00835558,-0.0445853,0.0148749,-0.000682474,0.000556625,-0.00770209,0.00675538,-0.00523955,-0.0427819,0
0,HG03849,SAS,0,42.0,-0.0096706,0.00461719,-0.039441,0.0125984,-0.00269486,0.00423441,0.00720886,0.0158279,0.0302495,-0.0361497,0
0,HG03850,SAS,1,49.0,-0.00993892,0.00650082,-0.0378828,0.0114706,-0.00552411,0.0136239,-0.00137778,-0.00889666,-0.000737864,-0.00503253,0
0,HG03851,SAS,1,41.0,-0.0108478,0.0058041,-0.0423667,0.012108,0.00226729,-1.88953e-5,0.00445814,-0.0136336,-0.0260303,0.00786084,1
0,HG03854,SAS,1,53.0,-0.00991451,0.0077139,-0.0362566,0.0112498,0.0100558,0.00185146,0.00368964,0.011655,-0.00415308,-0.0117193,0
0,HG03856,SAS,1,46.0,-0.0104056,0.000720792,-0.0437931,0.0167739,-0.0124247,0.0136621,0.00780172,-0.00911239,-0.0186635,-0.0326863,0
0,HG03857,SAS,0,41.0,-0.0104469,0.00415417,-0.0402653,0.0109468,0.000236472,-0.0019058,0.00748396,0.00991276,0.0269012,-0.0122943,0
0,HG03858,SAS,0,56.0,-0.00946743,0.00586352,-0.0373772,0.0132025,-0.00125917,0.00830468,0.00970732,0.0221964,-0.0356906,-0.019969,0
0,HG03861,SAS,0,40.0,-0.0108049,0.00495754,-0.0471215,0.0161604,0.00731484,0.00443409,0.0108112,-0.00608131,-0.0409483,0.0293207,0
0,HG03862,SAS,0,41.0,-0.00974325,0.00634393,-0.0413318,0.0125817,0.00091924,-0.00438625,0.0130846,-0.00624765,-0.01433,0.02408,0
0,HG03863,SAS,0,45.0,-0.00987748,0.00666028,-0.0434384,0.0143268,-0.00578948,0.0092977,0.00612346,-0.0141654,-0.000493802,-0.00293236,0
0,HG03864,SAS,1,64.0,-0.0109291,0.00542426,-0.0351926,0.0105898,-0.00769741,0.0182684,0.000934468,0.0118159,0.0187382,0.0310616,0
0,HG03866,SAS,1,51.0,-0.00973883,0.00580163,-0.0395735,0.0144834,-0.0166403,0.0013538,-0.0144608,0.000495129,0.0187381,0.00576894,0
0,HG03867,SAS,1,55.0,-0.0109773,0.00380071,-0.0347002,0.0154914,-0.00788873,0.0141275,0.00580033,-0.015164,-0.00304737,-0.048276,0
0,HG03868,SAS,0,51.0,-0.0103697,0.00632614,-0.0385979,0.00889147,0.0165499,0.00774592,0.000178163,-0.00831951,0.00207686,0.0229589,0
0,HG03869,SAS,1,52.0,-0.00980152,0.00563267,-0.0360325,0.0150344,-0.00229212,0.00228083,0.00532026,0.0163208,0.0233186,-0.00779499,0
0,HG03870,SAS,1,46.0,-0.0097332,0.00826684,-0.0400574,0.0137936,0.00540984,0.0190738,-0.0156091,0.00130953,0.0357872,0.0283678,0
0,HG03871,SAS,1,54.0,-0.01036,0.00767286,-0.037235,0.0142136,0.00427111,0.0109014,-0.000312934,-0.00518633,0.0330061,0.00696,0
0,HG03872,SAS,1,49.0,-0.00964256,0.00764261,-0.0370454,0.0152665,-0.00598864,0.0055374,-0.00418461,-0.00798875,0.0262513,-0.00637618,0
0,HG03873,SAS,0,44.0,-0.00972898,0.00537977,-0.0482585,0.0178867,-0.0031386,-0.00509615,0.0127264,-0.00726027,-0.0304191,-0.0215665,0
0,HG03874,SAS,0,42.0,-0.0107454,0.00578636,-0.0426093,0.0105603,-0.00372848,0.00219407,0.00694953,0.0179185,0.019281,0.0335599,0
0,HG03875,SAS,1,55.0,-0.0108508,0.00985528,-0.02743,0.0092292,0.0136621,0.00455208,-0.00245833,0.000553054,-2.46829e-5,-0.0164446,0
0,HG03882,SAS,0,42.0,-0.00980196,0.00835944,-0.0389138,0.0143326,-0.00451184,0.000286925,0.0105145,-0.00270773,0.0217725,0.00431667,0
0,HG03884,SAS,0,50.0,-0.00968278,0.00543723,-0.0396965,0.0149098,-0.00450976,0.00700987,0.00139343,0.0146231,0.00316383,-0.00716819,0
0,HG03885,SAS,1,52.0,-0.0110573,0.00620389,-0.0323685,0.00897693,-0.00594048,0.0051616,-0.00282996,0.0037395,-0.0120133,0.00232243,0
0,HG03886,SAS,0,45.0,-0.0093254,0.00524067,-0.0414661,0.0148727,-0.00209556,0.00383002,0.0081466,0.0142243,-0.0336513,-0.0153397,0
0,HG03887,SAS,1,55.0,-0.00901653,0.00773746,-0.0409496,0.020114,0.0123064,0.000994635,0.00756012,0.0126085,-0.0409084,0.00583981,0
0,HG03888,SAS,0,38.0,-0.00970184,0.00861379,-0.0279179,0.00613027,0.00071693,0.00593126,0.0117032,0.00503046,-0.00498049,-0.0135261,0
0,HG03890,SAS,1,56.0,-0.0102229,0.00765449,-0.0408862,0.0155778,0.00621508,0.00847892,0.000995024,0.00588638,-0.00913249,-0.00147459,0
0,HG03894,SAS,0,53.0,-0.00934151,0.00449307,-0.0433112,0.0108839,-0.0149575,0.000990031,0.00253041,-0.013057,-0.0101902,-0.0286857,0
0,HG03895,SAS,0,50.0,-0.00963137,0.00741422,-0.0386147,0.0180229,-0.00203206,0.00146136,0.00249512,0.00649235,0.0156203,-0.0233325,0
0,HG03896,SAS,1,57.0,-0.00956414,0.00297843,-0.0449881,0.0130012,-0.00836968,0.000665011,-0.00206561,0.0175191,0.00276895,-0.0149502,0
0,HG03897,SAS,0,50.0,-0.00978367,0.0098329,-0.0324764,0.0101143,0.00574162,0.0157636,-0.00632651,0.00221129,-0.000490577,0.0236788,0
0,HG03898,SAS,0,50.0,-0.00903427,0.00620921,-0.0382089,0.0105107,-0.000648085,0.00483196,-0.00921557,0.0156378,0.0245825,-0.0272418,0
0,HG03899,SAS,1,54.0,-0.0101157,0.00446475,-0.0428873,0.00947176,0.0110138,-0.00831017,0.00585391,0.0118404,0.00522749,-0.0106194,0
0,HG03900,SAS,1,51.0,-0.00876803,0.00682663,-0.0359538,0.0143283,-0.00275322,-0.00361245,0.0115656,0.00363727,-0.0165506,-0.00904453,0
0,HG03902,SAS,1,48.0,-0.0113245,0.00252058,-0.0354634,0.0129106,-0.00101034,0.00674177,0.000312113,-0.0053296,0.0037343,-0.0151225,0
0,HG03905,SAS,1,46.0,-0.0116102,0.00179309,-0.0314708,0.00998532,-0.00193391,0.0131437,0.00016084,-0.00821076,0.0266259,-0.00636833,0
0,HG03907,SAS,0,57.0,-0.0112678,0.000751498,-0.0337767,0.0102872,0.018847,0.0122256,0.000141479,-0.000545042,-0.00488269,0.0300969,0
0,HG03908,SAS,1,54.0,-0.0102326,0.00296684,-0.0341716,0.0113568,0.0031841,0.0123327,0.00397418,0.00061464,0.00897667,-0.0253675,0
0,HG03910,SAS,0,46.0,-0.0110196,0.000352067,-0.0316248,0.0144103,0.00758424,0.00553031,-0.00330668,-0.0135032,-0.00248699,0.0191612,0
0,HG03911,SAS,1,44.0,-0.0123359,0.00423033,-0.0376771,0.00990059,-0.00416197,0.00872915,0.000258868,-0.00185163,0.00880471,0.0015598,0
0,HG03913,SAS,0,53.0,-0.0111133,0.00452586,-0.0386324,0.0129888,-0.00998334,0.0188577,-0.00367398,-0.00591159,0.0065432,-0.0138038,0
0,HG03914,SAS,1,54.0,-0.0110867,-0.000840881,-0.0383291,0.0140372,-0.0111467,0.00408564,0.00711152,-0.0115592,-0.00579186,-0.0286263,0
0,HG03916,SAS,0,52.0,-0.0105745,-0.00039669,-0.0340646,0.00646274,-0.00198723,0.00357919,-0.0113572,-0.01104,0.023312,-0.0194608,0
0,HG03917,SAS,1,54.0,-0.0119849,0.000138197,-0.0317609,0.00566923,0.0103953,-0.00870197,0.00253459,-0.0118237,-0.0043506,-0.00828229,0
0,HG03919,SAS,0,50.0,-0.0106201,0.00708568,-0.0333556,0.00987624,-0.00661095,0.00799942,0.0185591,-0.0104178,-0.0178101,-0.00694063,0
0,HG03920,SAS,1,51.0,-0.0114724,0.00200741,-0.0343522,0.0104486,0.00189657,-0.00880952,0.00554863,-0.00666314,0.00562484,-0.0295725,0
0,HG03922,SAS,0,48.0,-0.0117323,2.78045e-5,-0.030594,0.0062638,-0.000426134,0.012472,0.00476818,-0.0113181,0.0172599,-0.0189653,0
0,HG03925,SAS,0,48.0,-0.0102636,-0.000405096,-0.0349182,0.0118079,0.000377796,0.0132551,-0.00874788,-0.00239112,-0.0207869,-0.00500231,0
0,HG03926,SAS,1,52.0,-0.0110628,0.00100978,-0.0301998,0.0104591,0.0183449,0.00647782,-9.00168e-5,-0.00542675,-0.00207901,0.0050411,0
0,HG03928,SAS,0,40.0,-0.00992631,0.00224403,-0.0381147,0.0132216,-0.00907967,0.00714097,-0.004042,-0.000560928,-0.00425754,-0.0161301,0
0,HG03931,SAS,0,45.0,-0.011851,0.00089451,-0.0339027,0.00905608,0.0144692,0.0079685,-0.00179697,0.000486969,-0.000424168,0.0071577,0
0,HG03934,SAS,0,51.0,-0.0112664,-0.000936856,-0.0377821,0.0102119,0.00978183,0.0188605,-0.00881799,-0.00275083,0.0198347,0.000406757,0
0,HG03937,SAS,0,43.0,-0.011355,0.000878491,-0.0366412,0.0173506,0.013916,0.0053059,0.00835661,-0.0202171,0.00474287,0.0228776,0
0,HG03940,SAS,0,50.0,-0.0101636,0.00413407,-0.0399007,0.0154752,0.00171492,0.00432487,0.00409123,0.00852155,-0.00966781,0.00262103,0
0,HG03941,SAS,1,51.0,-0.0109275,0.00330806,-0.0449803,0.0152797,-0.00617905,0.0121536,-0.00326075,-0.00565304,0.00676759,0.000931769,0
0,HG03943,SAS,1,53.0,-0.00995629,0.00466454,-0.0438592,0.0119564,-0.00645637,0.00103684,0.00771292,0.00375996,0.0108267,0.0032901,0
0,HG03944,SAS,0,46.0,-0.00859299,0.00696583,-0.039723,0.0141287,-0.0109194,0.0133689,-0.0162286,-0.00282576,0.00340095,-0.0351578,0
0,HG03945,SAS,0,57.0,-0.0102099,0.00760207,-0.0392495,0.0122068,0.0188649,-0.00575216,0.00930793,-0.00422831,-0.00158134,0.0133402,1
0,HG03947,SAS,0,51.0,-0.0106294,0.00210969,-0.0425183,0.0134895,0.00728651,0.00209793,-0.00660461,0.00597002,-0.00546771,0.00995049,0
0,HG03949,SAS,0,49.0,-0.00999077,0.00520226,-0.0421411,0.00996097,-0.00910435,0.00466948,0.00890803,-0.000616874,-0.00819393,0.00227131,0
0,HG03950,SAS,1,47.0,-0.0109285,0.0025634,-0.0413842,0.0118327,-0.00410539,-0.0026031,-0.00303458,0.0173666,0.00763016,-0.00318158,0
0,HG03951,SAS,0,46.0,-0.00921844,0.00480333,-0.0456826,0.0148542,0.00518412,-0.0173651,0.0171682,-0.00356566,-0.0235017,-0.0324992,0
0,HG03953,SAS,1,48.0,-0.0112962,0.00618553,-0.039472,0.00607488,-0.00547367,-0.00146248,-0.0039096,-0.0132829,0.0266567,-0.000252763,0
0,HG03955,SAS,0,57.0,-0.0100775,0.00629188,-0.0432414,0.0170905,0.0129009,-0.0127668,0.0101747,-0.00654145,-0.00856538,0.0131847,0
0,HG03960,SAS,1,51.0,-0.0105595,0.00298689,-0.036421,0.0156948,0.0114045,0.0028354,0.0097586,-0.0120734,-0.0410896,-0.0164641,0
0,HG03963,SAS,1,50.0,-0.0103258,0.00753299,-0.0395786,0.013445,-0.0207848,0.0129622,0.00461494,-0.00430048,0.0112133,-0.0266198,0
0,HG03965,SAS,1,64.0,-0.0117349,0.00224502,-0.0364364,0.0153179,0.000520155,-0.00282357,0.0035524,0.00962444,0.0253082,0.0089672,0
0,HG03967,SAS,1,54.0,-0.0102426,0.00749216,-0.0364392,0.0146312,0.00440724,0.00290944,0.00186059,0.00867536,0.0178479,0.000392918,0
0,HG03968,SAS,0,54.0,-0.0118628,0.00570541,-0.0448946,0.0132958,0.00242656,0.00418048,0.00227855,-0.00914704,0.0118016,0.00193213,0
0,HG03969,SAS,1,44.0,-0.00989031,0.0049552,-0.0424558,0.0165313,-0.0113571,-0.00068399,0.0100095,-0.0113355,-0.0398281,-0.00876228,0
